ID,Book,chapter,scene,speaker1,speaker2,n_turns,start_dialogue,end_dialogue,words_intervened,name_changes,other_changes,text,comments,translation needs to be checked,random selection,NORSK OVERSETTELSE,SIDETALL I NORSK OVERS.,NORSK 2,correction
OT_26,OT,40,1,Nancy,Rose,6,no,no,yes,yes,no,"“Heaven bless you for your goodness! If you knew what I am sometimes, you would pity me, indeed. But I have stolen away from those who would surely murder me, if they knew I had been here, to tell you what I have overheard. Do you know a man named Barr?”
“No.”
“He knows you; and knew you were here, for it was by hearing him tell the place that I found you out.”
“I never heard the name.”
“Then he goes by some other amongst us, which I more than thought before. Some time ago, and soon after Benedict was put into your house on the night of the robbery, I—suspecting this man—listened to a conversation held between him and Douglas in the dark. I found out, from what I heard, that Barr—the man I asked you about, you know—”
“Yes, I understand.”","Monks = Barr, Oliver = Benedict, Fagin = Douglas",,in,"""Gud velsigne Dere for slik godhet!"" svarte Nancy. ""Hvis at Dere visste hva jeg er iblant, så hadde Dere nok syns synd på meg, ja. Men jeg har sniki meg vekk fra noen som garangtert hadde myrda meg om dem visste at jeg er her, fo rå fortelle Dere det jeg sjøl ar hørt. Kjenner Dere til en mann som heter Monks?"" ""Nei,"" sa Rose. ""Han kjenner Dere,"" svarte jenta, ""og visste at Dere bor her, for det var at jeg hørte at han fortalte om det som gjorde at jeg fant Dere."" ""Jeg har aldri hørt navnet,"" sa Rose. ""Da bruker'n et annet imellom godtfolk"" sa Nancy, ""det har jeg tenkt ofte nok. For ei stund sia, rett etter at Oliver blei lempa inni huset hos Dere den innbruddsnatta, hørte jeg - for jeg hadde mistanke til mannen - at jan og Fagin snakka sammen i mørket. Og på det jeg hørte, skjønte jeg at onks - altså mannen jeg spørte o, ikke sant - "" ""Ja,"" sa Rose, ""jeg er med."" ",396,"""Gud velsigne Dere for slik godhet! Hvis at Dere visste hva jeg er iblant, så hadde Dere nok syns synd på meg, ja. Men jeg har sniki meg vekk fra noen som garangtert hadde myrda meg om dem visste at jeg er her, fo rå fortelle Dere det jeg sjøl ar hørt. Kjenner Dere til en mann som heter Monks?"" 
""Nei.""
""Han kjenner Dere, og visste at Dere bor her, for det var at jeg hørte at han fortalte om det som gjorde at jeg fant Dere."" 
""Jeg har aldri hørt navnet."" 
""Da bruker'n et annet imellom godtfolk det har jeg tenkt ofte nok. For ei stund sia, rett etter at Oliver blei lempa inni huset hos Dere den innbruddsnatta, hørte jeg - for jeg hadde mistanke til mannen - at jan og Fagin snakka sammen i mørket. Og på det jeg hørte, skjønte jeg at Monks - altså mannen jeg spørte om, ikke sant - "" 
""Ja, jeg er med.""
",
OT_35,OT,43,1,Fagin,Mr. Bolter,6,no,no,yes,yes,no,"“No, no, not so bad as that. Not quite so bad.”
“What, I suppose he was—”
“Wanted. Yes, he was wanted.”
“Very particular?” 
“No, not very. He was charged with attempting to pick a pocket, and they found a silver snuff-box on him,—his own, my dear, his own, for he took snuff himself, and was very fond of it. They remanded him till to-day, for they thought they knew the owner. Ah! he was worth fifty boxes, and I’d give the price of as many to have him back. You should have known Landon, my dear; you should have known Landon.”
“Well, but I shall know him, I hope; don’t yer think so?” ","the Dodger=Landon, fifty boxes = ? NEW",,in,"""Den beste medhjelperen min blei tatt fra meg i går morges."" ""Hva, han var vel - "" ""Ettersøkt,"" inskjøt jøden. ""Ja, han var ettersøkt."" ""Sånn spesielt?"" spurte herr Bolter. ""Nei, ikke så særlig,"" svarte jøden. ""Han blei hekta for forsøk på lommetjuveri, og dem fant ei sølv snusdåse på'n - hans egen, min venn, for'n snusa sjøl og var veldig glad i'n. Dem har holdt'n i varetekt til i dag, for dem trudde dem visste hvem eieren var. Ah! an var verdt femti sånne dåser, og jeg sku gjerne betalt fo rlike mange for å få'n igjen. Du sku kjent Fiffingen, venn min, Fiffingen sku du kjent."" ""Vel, jeg får vel bli kjent med'n, håper jeg. Trur'kke du?"" sa herr Bolter. ",428,"""Den beste medhjelperen min blei tatt fra meg i går morges."" 
""Hva, han var vel - "" 
""Ettersøkt. Ja, han var ettersøkt."" 
""Sånn spesielt?"" 
""Nei, ikke så særlig. Han blei hekta for forsøk på lommetjuveri, og dem fant ei sølv snusdåse på'n - hans egen, min venn, for'n snusa sjøl og var veldig glad i'n. Dem har holdt'n i varetekt til i dag, for dem trudde dem visste hvem eieren var. Ah! Han var verdt femti sånne dåser, og jeg sku gjerne betalt for like mange for å få'n igjen. Du sku kjent Fiffingen, venn min, Fiffingen sku du kjent."" 
""Vel, jeg får vel bli kjent med'n, håper jeg. Trur'kke du?""
",
OT_46,OT,49,1,Mr. Brownlow,Monks,7,no,no,yes,no,no,"“No, no, I—I knew nothing of that; I was going to inquire the truth of the story when you overtook me. I didn’t know the cause. I thought it was a common quarrel.” 
“It was the partial disclosure of your secrets. Will you disclose the whole?”
“Yes, I will.”
“Set your hand to a statement of truth and facts, and repeat it before witnesses?”
“That I promise too.”
“Remain quietly here, until such a document is drawn up, and proceed with me to such a place as I may deem most advisable, for the purpose of attesting it?”
“If you insist upon that, I’ll do that also.”","check Norwegian translation of ""when you overtook me""",x,in,"""Nei, nei,"" avbrøt Monks. ""Det - det - vet jeg ingenting om. Jeg var på vei or å forhøre meg om hvordan det hang sammen da De innhentet meg. Jeg visste ikke grunnen; jeg trodde det var en vanlig krangel."" ""Det var en delvis avsløring av hemmelighetene Deres,"" sa herr Brownlow. ""Vil De nå avsløre det hele?"" ""Ja."" ""Skrive under på en sann og faktisk forklaring, og gjenta den foran vitner?"" ""Jeg lover det òg."" ""Og bli sittende i ro her til en slik forklaring er utskrevet, og deretter følge med dit jeg finner påkrevd, for å underskrive på den?"" ""Hvis De insisterer, gjør jeg det òg,"" svarte Monks.",490,"""Nei, nei. Det - det - vet jeg ingenting om. Jeg var på vei for å forhøre meg om hvordan det hang sammen da De innhentet meg. Jeg visste ikke grunnen; jeg trodde det var en vanlig krangel."" 
""Det var en delvis avsløring av hemmelighetene Deres. Vil De nå avsløre det hele?"" 
""Ja."" 
""Skrive under på en sann og faktisk forklaring, og gjenta den foran vitner?"" 
""Jeg lover det òg."" 
""Og bli sittende i ro her til en slik forklaring er utskrevet, og deretter følge med dit jeg finner påkrevd, for å underskrive på den?"" 
""Hvis De insisterer, gjør jeg det òg.""
",
,,,,,,,,,,,,,,,,,,,
CP_03,CP,I/7,2,Koch,Raskolnikov,5,no,no,no,no,no,"“But how do you come to know me?”
“Why! The day before yesterday I beat you three times running at billiards at Gambrinus’.”
“Oh!”
“So they are not at home? That’s queer. It’s awfully stupid though. Where could the old woman have gone? I’ve come on business.”
“Yes; and I have business with her, too.”","Gambrinus, I den norske utgaven skrives ytringene i dialogene med tankestrek, uten anførselstegn.",,,"""- Men hvordan kjenner De meg, om jeg tør spørre?"" ""- Vel, det husker De altså ikke! I forgårs vant jeg tre partier på rad mot Dem, da vi spilte biljard i ølstuen ""Gambrinus"". ""- Å nå ..."" ""- Så her er det altså ingen hjemme. Merkelig. Forbasket idiotisk også, forresten. Hvor kan vel gamla ha gått hen? Jeg har et ærend til henne."" ""- Ja, det har vel jeg også, lille far."" ",p. 125,"""Men hvordan kjenner De meg, om jeg tør spørre?"" 
""Vel, det husker De altså ikke! I forgårs vant jeg tre partier på rad mot Dem, da vi spilte biljard i ølstuen Gambrinus.”
 ""Å nå ..."" 
""Så her er det altså ingen hjemme. Merkelig. Forbasket idiotisk også, forresten. Hvor kan vel gamla ha gått hen? Jeg har et ærend til henne."" 
""Ja, det har vel jeg også, lille far.""",
CP_13,CP,II/6,4,Zametov,Raskolnikov,7,no,no,no,no,no,"“How do you know about it?”
“Perhaps I know more about it than you do.”
“How strange you are.... I am sure you are still very unwell. You oughtn’t to have come out.”
“Oh, do I seem strange to you?”
“Yes. What are you doing, reading the papers?”
“Yes.”
“There’s a lot about the fires.”",,,,"""- Hvor har De det fra?"" ""- Å, jeg vet kanskje mer enn Dem."" ""- Så underlig De er ... De må være temmelig syk fremdeles ... De skulle nok ha ventet med å gå ut ... "" ""- Så De synes jeg er underlig?"" ""- Ja. Hva er det De leser der, aviser?"" ""- Ja, aviser."" ""- De skriver meget om alle disse brannene."" ",p. 238,"""Hvor har De det fra?"" 
""Å, jeg vet kanskje mer enn Dem."" 
""Så underlig De er ... De må være temmelig syk fremdeles ... De skulle nok ha ventet med å gå ut ... "" 
"" Så De synes jeg er underlig?"" 
""Ja. Hva er det De leser der, aviser?"" 
""Ja, aviser."" 
""De skriver meget om alle disse brannene."" ",
CP_17,CP,II/6,6,Raskolnikov,woman,5,no,no,yes,no,no,"“I want to take a flat. I am looking round.”
“It’s not the time to look at rooms at night! and you ought to come up with the porter.”
“The floors have been washed, will they be painted? Is there no blood?”
“What blood?”
“Why, the old woman and her sister were murdered here. There was a perfect pool there.”",,,,"""- Jeg vil leie leiligheten, sa han, ""- jeg ser meg om."" ""- Folk kommer ikke og skal leie leiligheter ved nattetid; og dessuten må portneren være med da."" ""- Gulvet er vasket, skal det males?"" fortsatte Raskolnikov. ""- Er blodet vekk?"" ""- Hva for slags blod?"" ""- Den gamle og søsteren hennes ble jo drept. Det var en stor blodpøl her.""",p. 255-256,"""Jeg vil leie leiligheten. Jeg ser meg om."" 
""Folk kommer ikke og skal leie leiligheter ved nattetid; og dessuten må portneren være med da."" 
""Gulvet er vasket, skal det males? Er blodet vekk?"" 
""Hva for slags blod?"" 
""Den gamle og søsteren hennes ble jo drept. Det var en stor blodpøl her.""
",
CP_20,CP,II/7,2,Razumihin,Raskolnikov,3,no,yes,no,yes,no,"“Do you know what? I’ll see you home. If you say you’re weak yourself, you must...”
“And your visitors? Who is the curly-headed one who has just peeped out?”
“He? Goodness only knows! Some friend of uncle’s, I expect, or perhaps he has come without being invited... I’ll leave uncle with them, he is an invaluable person, pity I can’t introduce you to him now. But confound them all now! They won’t notice me, and I need a little fresh air, for you’ve come just in the nick of time—another two minutes and I should have come to blows! They are talking such a lot of wild stuff... you simply can’t imagine what men will say! Though why shouldn’t you imagine? Don’t we talk nonsense ourselves? And let them... that’s the way to learn not to!... Wait a minute, I’ll fetch Mabson .”",Zossimov=Mabson,,,"""- Vet du hva? Nå skal jeg følge deg hjem. Når du nå selv sier at du er så svak at du knapt kan stå på bena, så ..."" ""- Men gjestene, hva med dem da? Og hvem er denne fyren med det krøllete håret, han som nettopp kikket ut?"" ""- Å han? Fanden vet hvem det kan være! Det må være en kjenning av onkel, eller kanskje er han kommet helt av seg selv ... Jeg lar onkel bli tilbake hos dem, han er virkelig et strålende menneske, bare synd at du ikke har anledning til  bli kjent med ham nå. Forresten kan de gå fanden i vold alle sammen! De har annet å tenke på enn meg akkurat nå, og desuten trenger jeg å trekke litt frisk luft, derfor kom du akkurat i rette øyeblikk, bror: to mnutter til, o jeg hadde garantert havnet i slagsmål der inne, ja, ved Gud hadde jeg så! De lyver så det bare gyver efter ... Du kan ikke forestille deg hva folk kan lyve i hop, løgner av helt fantastiske dimensjoner, sånn uten videre. Forresten, kan vi ikke forestile oss det likevel? Vi lyver da selv også? Men la dem forresten bare lyve nå, så lyver de ikke senere ... Sitt ned et øyeblikk, så skal jeg hente Zozimov."" ",280,"
""Vet du hva? Nå skal jeg følge deg hjem. Når du nå selv sier at du er så svak at du knapt kan stå på bena, så ...""
""Men gjestene, hva med dem da? Og hvem er denne fyren med det krøllete håret, han som nettopp kikket ut?"" 
""Å han? Fanden vet hvem det kan være! Det må være en kjenning av onkel, eller kanskje er han kommet helt av seg selv ... Jeg lar onkel bli tilbake hos dem, han er virkelig et strålende menneske, bare synd at du ikke har anledning til bli kjent med ham nå. Forresten kan de gå fanden i vold alle sammen! De har annet å tenke på enn meg akkurat nå, og dessuten trenger jeg å trekke litt frisk luft, derfor kom du akkurat i rette øyeblikk, bror: to minutter til, og jeg hadde garantert havnet i slagsmål der inne, ja, ved Gud hadde jeg så! De lyver så det bare gyver efter ... Du kan ikke forestille deg hva folk kan lyve i hop, løgner av helt fantastiske dimensjoner, sånn uten videre. Forresten, kan vi ikke forestile oss det likevel? Vi lyver da selv også? Men la dem forresten bare lyve nå, så lyver de ikke senere ... Sitt ned et øyeblikk, så skal jeg hente Zozimov.""
",
CP_32,CP,III/6,1,Razumihin,Raskolnikov,3,no,no,no,no,no,"“Where are you going? Why, we are just here.”
 “I can’t help it.... I will come in half an hour. Tell them.”
 “Say what you like, I will come with you.”",,,,"""- Hvor skal du hen? Vi er jo fremme nå!"" ""- Det er noe jeg må ordne ... et ærend ... jeg er tilbake om en halvtime ... Gi de andre beskjed."" ""- Som du vil, men jeg blir med deg.""",397,"""Hvor skal du hen? Vi er jo fremme nå!"" 
""Det er noe jeg må ordne ... et ærend ... jeg er tilbake om en halvtime ... Gi de andre beskjed."" 
"" Som du vil, men jeg blir med deg.""",
CP_37,CP,IV/1,1,Raskolnikov,Svidrigaïlov,3,no,no,yes,no,no,"“I expect you’ve not talked to anyone for some days?” he asked.
 “Scarcely anyone. I suppose you are wondering at my being such an adaptable man?”
 “No, I am only wondering at your being too adaptable a man.”",,,,"""- De har visst ikke snakket med noen på flere dager? spurte Raskolnikov. ""- Ja, det kan man kanskje si. De undrer dem kanskje over at jeg er en så omgjengelig mann?"" ""- Nei, det som undrer meg er at De er så altfor omgjengelig."" ",416,"""De har visst ikke snakket med noen på flere dager?” 
""Ja, det kan man kanskje si. De undrer dem kanskje over at jeg er en så omgjengelig mann?"" 
""Nei, det som undrer meg er at De er så altfor omgjengelig.""",
CP_45,CP,IV/2,1,Razumihin,Raskolnikov,3,no,no,no,yes,no,"“What do you mean?”
 “Why, who can tell? Perhaps I am really mad, and perhaps everything that happened all these days may be only imagination.”
 “Ach, Rodya, you have been upset again!... But what did he say, what did he come for?”",,,,"""- Neimen hvordan kan du si noe slikt?"" ""-Vel, hvem vet? Kanskje jeg er gal, rett og slett, og alt som har skjedd i løpet av disse dagene er noe som bare har funnet sted i min egen innbildning ..."" ""- Å Rodja, nå har de klart å få deg helt ute av deg igjen! ... Men hva var det han sa? Hva var det han kom for?""",432,"""Neimen hvordan kan du si noe slikt?"" 
""Vel, hvem vet? Kanskje jeg er gal, rett og slett, og alt som har skjedd i løpet av disse dagene er noe som bare har funnet sted i min egen innbildning ..."" 
""Å Rodja, nå har de klart å få deg helt ute av deg igjen! ... Men hva var det han sa? Hva var det han kom for?""",
CP_52,CP,IV/5,1,Porfiry Petrovitch,Raskolnikov,3,no,no,no,yes,no,"“You knew?”
 “I knew. What of it?”
 “Why this, Rodion Romanovitch, that I know more than that about you; I know about everything. I know how you went to take a flat at night when it was dark and how you rang the bell and asked about the blood, so that the workmen and the porter did not know what to make of it. Yes, I understand your state of mind at that time... but you’ll drive yourself mad like that, upon my word! You’ll lose your head! You’re full of generous indignation at the wrongs you’ve received, first from destiny, and then from the police officers, and so you rush from one thing to another to force them to speak out and make an end of it all, because you are sick of all this suspicion and foolishness. That’s so, isn’t it? I have guessed how you feel, haven’t I? Only in that way you’ll lose your head and Razumihin’s, too; he’s too good a man for such a position, you must know that. You are ill and he is good and your illness is infectious for him... I’ll tell you about it when you are more yourself.... But do sit down, for goodness’ sake. Please rest, you look shocking, do sit down.”",,,,"""- Så det visste De altså?"" ""- Ja, det gjorde jeg. Men hva så?"" ""- Akk, lille far Rodion Romanovitscj, hva vet jeg vel ikke om Deres bedrifter! Jeg vet alt om Dem, skal jeg si Dem. Jeg vet for eksempel at De gikk ut for å skaffe Dem husvære akkurat idet det begynte å skumre, at De trakk i klokkestrengen, og at De gav Dem til å spørre og grave om blodet, slik at både arbeiderne og portnerne ble het forlegne. Jeg forstår jo godt Deres sinnstilstand den gangen ... men likevel, hvis De fortsetter på denne måten, vil De til slutt drive Dem selv aldeles fra forstanden, ja ved Gud vil De det! Det kommer til å rable helt for Dem! Harmen koker i Dem, den rettferdige harme over de forurettelser De har ttet døye, først fra skjebnens side, og dernest fra politiets. og nå farer De altså hit og dit og gjør så å si alt mulig, for å få folk til å rykke ut med språket så raskt som mulig, slik at det hele kan få en ende. For alle disse dumhetene og alle disse mistankene gr Dem på nervene. Ikke sant, det er slik det er? Jeg har forstått Deres sinnstilstand rett, ikke sant? ... Men på denne måten er det ikke bare Dem sevl De vil drive til vanvidd, De kommer også til å styrte min arme venn Razumikhin i ulykken. Og han er et altfor godt menneske til at noe slikt skal skje ham, det vet De selv. Hos Dem er det sykdom, men hos ham er det godhet, det kan saktens kalles en sykdom det også, og den synes å ha tatt makten over ham ... Når De nå bare faller til ro, skal jeg nok fortelle mer om dette ... men så sett Dem da ned, kjære Dem, for Guds skyld. De må være så snill  hvile Dem litt, De ser jo hetl forferdelig ut, sett Dem nå ned."" ",506,"""Så det visste De altså?"" 
""Ja, det gjorde jeg. Men hva så?"" 
""Akk, lille far Rodion Romanovitsch, hva vet jeg vel ikke om Deres bedrifter! Jeg vet alt om Dem, skal jeg si Dem. Jeg vet for eksempel at De gikk ut for å skaffe Dem husvære akkurat idet det begynte å skumre, at De trakk i klokkestrengen, og at De gav Dem til å spørre og grave om blodet, slik at både arbeiderne og portnerne ble het forlegne. Jeg forstår jo godt Deres sinnstilstand den gangen ... men likevel, hvis De fortsetter på denne måten, vil De til slutt drive Dem selv aldeles fra forstanden, ja ved Gud vil De det! Det kommer til å rable helt for Dem! Harmen koker i Dem, den rettferdige harme over de forurettelser De har ttet døye, først fra skjebnens side, og dernest fra politiets. og nå farer De altså hit og dit og gjør så å si alt mulig, for å få folk til å rykke ut med språket så raskt som mulig, slik at det hele kan få en ende. For alle disse dumhetene og alle disse mistankene gr Dem på nervene. Ikke sant, det er slik det er? Jeg har forstått Deres sinnstilstand rett, ikke sant? ... Men på denne måten er det ikke bare Dem sevl De vil drive til vanvidd, De kommer også til å styrte min arme venn Razumikhin i ulykken. Og han er et altfor godt menneske til at noe slikt skal skje ham, det vet De selv. Hos Dem er det sykdom, men hos ham er det godhet, det kan saktens kalles en sykdom det også, og den synes å ha tatt makten over ham ... Når De nå bare faller til ro, skal jeg nok fortelle mer om dette ... men så sett Dem da ned, kjære Dem, for Guds skyld. De må være så snill hvile Dem litt, De ser jo helt forferdelig ut, sett Dem nå ned.""
",
